A,B,R,A,H,A,M
G,E,O,R,G,E
G,E,O,R,G,E
A,B,R,A,H,A,M
A,B,R,A,H,A,M
A,B,R,A,H,A,M
G,E,O,R,G,E
A,B,R,A,H,A,M
T,H,O,M,A,S
T,H,O,M,A,S
G,E,O,R,G,E
G,E,O,R,G,E
G,E,O,R,G,E
T,H,O,M,A,S
G,E,O,R,G,E
T,H,E,O,D,O,R,E
